URL, Rent, Address
http://www.trulia.com//rental/3110504457--De-Haro-St-1051-San-Francisco-CA-94107,"$6,050 /mo"," De Haro St #1051, San Francisco, CA 94107"
http://www.trulia.com//rental/3110229254--De-Haro-St-San-Francisco-CA-94107,"$6,100 /mo"," De Haro St, San Francisco, CA 94107"
http://www.trulia.com//rental/3111889847--Lombard-Street-Leavenworth-San-Francisco-CA-94109,"$6,100 /mo"," Lombard Street Leavenworth, San Francisco, CA 94109"
http://www.trulia.com//rental/3117900597-66-Cleary-Ct-1001-San-Francisco-CA-94109,"$6,130 /mo","66 Cleary Ct #1001, San Francisco, CA 94109"
http://www.trulia.com//rental/3118311232--Pierce-San-Francisco-CA-94123,"$6,200 /mo"," Pierce, San Francisco, CA 94123"
http://www.trulia.com//rental/3117235462-300-3rd-St-702-San-Francisco-CA-94107,"$6,200 /mo","300 3rd St #702, San Francisco, CA 94107"
http://www.trulia.com//rental/3095838733-Apartment-San-Francisco-CA-94111,"$6,200 /mo","Front Street and Pine Street, San Francisco, CA 94111"
http://www.trulia.com//rental/3115525971-620-Haight-St-San-Francisco-CA-94117,"$6,290 /mo","620 Haight St, San Francisco, CA 94117"
http://www.trulia.com//rental/3115756968-Condo-San-Francisco-CA-94105,"$6,300 /mo","Address Not Disclosed, San Francisco, CA 94105"
http://www.trulia.com//rental/3080332068--Waller-St-82-San-Francisco-CA-94102,"$6,350 /mo"," Waller St #82, San Francisco, CA 94102"
http://www.trulia.com//rental/3119048798-Multi-Family-Home-San-Francisco-CA-94115,"$6,375 /mo","Address Not Disclosed, San Francisco, CA 94115"
http://www.trulia.com//rental/3118750273-1370-Taylor-St-7-San-Francisco-CA-94108,"$6,400 /mo","1370 Taylor St #7, San Francisco, CA 94108"
http://www.trulia.com//rental/3062525333--Buena-Vista-Ave-W-San-Francisco-CA-94117,"$6,450 /mo"," Buena Vista Ave W, San Francisco, CA 94117"
http://www.trulia.com//rental/3112778442-111-Buena-Vista-Ave-E-5-San-Francisco-CA-94117,"$6,450 /mo","111 Buena Vista Ave E #5, San Francisco, CA 94117"
